# OpenSignals Text File Format. Version 1
# {"00:07:80:4D:2E:9E": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4D:2E:9E", "device connection": "BTH00:07:80:4D:2E:9E", "sampling rate": 1000, "resolution": [16], "firmware version": 774, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2020-7-9", "time": "18:6:38.940", "channels": [1], "sensor": ["EMG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{}], "digital IO": [0, 1]}}
# EndOfHeader
0	0	32636	
1	0	32648	
2	0	32620	
3	0	32596	
4	0	32716	
5	0	32736	
6	0	32840	
7	0	32872	
8	0	32796	
9	0	32880	
10	0	32860	
11	0	32808	
12	0	32852	
13	0	32848	
14	0	32901	
15	0	32836	
16	0	32840	
17	0	32772	
18	0	32764	
19	0	32696	
20	0	32704	
21	0	32648	
22	0	32662	
23	0	32601	
24	0	32720	
25	0	32756	
26	0	32804	
27	0	32790	
28	0	32788	
29	0	32826	
30	0	32840	
31	0	32932	
32	0	32908	
33	0	32878	
34	0	32904	
35	0	32869	
36	0	32900	
37	0	32856	
38	0	32945	
39	0	32852	
40	0	32680	
41	0	32516	
42	0	32448	
43	0	32562	
44	0	32742	
45	0	32724	
46	0	32712	
47	0	32708	
48	0	32740	
49	0	32808	
50	0	32860	
51	0	32821	
52	0	32780	
53	0	32856	
54	0	32924	
55	0	32868	
56	0	32848	
57	0	32800	
58	0	32798	
59	0	32852	
60	0	32752	
61	0	32676	
62	0	32664	
63	0	32660	
64	0	32760	
65	0	32724	
66	0	32792	
67	0	32876	
68	0	32796	
69	0	32820	
70	0	32816	
71	0	32880	
72	0	32842	
73	0	32840	
74	0	32865	
75	0	32910	
76	0	32830	
77	0	32760	
78	0	32748	
79	0	32756	
80	0	32724	
81	0	32646	
82	0	32660	
83	0	32556	
84	0	32700	
85	0	32740	
86	0	32740	
87	0	32800	
88	0	32744	
89	0	32872	
90	0	32872	
91	0	32903	
92	0	32892	
93	0	32836	
94	0	32872	
95	0	32864	
96	0	32724	
97	0	32748	
98	0	32656	
99	0	32684	
100	0	32752	
101	0	32716	
102	0	32644	
103	0	32656	
104	0	32680	
105	0	32688	
106	0	32761	
107	0	32804	
108	0	32878	
109	0	32896	
110	0	32820	
111	0	32844	
112	0	32860	
113	0	32784	
114	0	32900	
115	0	32856	
116	0	32756	
117	0	32848	
118	0	32784	
119	0	32792	
120	0	32628	
121	0	32576	
122	0	32700	
123	0	32744	
124	0	32732	
125	0	32644	
126	0	32716	
127	0	32780	
128	0	32893	
129	0	32912	
130	0	32912	
131	0	32864	
132	0	32832	
133	0	32896	
134	0	32848	
135	0	32932	
136	0	32896	
137	0	32740	
138	0	32757	
139	0	32732	
140	0	32752	
141	0	32608	
142	0	32580	
143	0	32632	
144	0	32776	
145	0	32780	
146	0	32940	
147	0	32980	
148	0	32824	
149	0	32726	
150	0	32596	
151	0	32733	
152	0	32732	
153	0	32658	
154	0	32840	
155	0	32804	
156	0	32868	
157	0	32908	
158	0	32840	
159	0	32804	
160	0	32780	
161	0	32632	
162	0	32676	
163	0	32652	
164	0	32680	
165	0	32802	
166	0	32816	
167	0	32856	
168	0	32812	
169	0	32756	
170	0	32836	
171	0	32852	
172	0	32844	
173	0	32900	
174	0	32900	
175	0	32890	
176	0	32804	
177	0	32724	
178	0	32780	
179	0	32824	
180	0	32720	
181	0	32637	
182	0	32608	
183	0	32628	
184	0	32694	
185	0	32688	
186	0	32748	
187	0	32772	
188	0	32769	
189	0	32805	
190	0	32840	
191	0	32828	
192	0	32900	
193	0	32864	
